Customer_ID,Region,Lifetime_Value,Churn_Probability,Retention_Strategy
CUST_USY5LQ,North America,6576.84,0.91,Email Campaign
CUST_M7GM6A,Europe,2438.26,0.87,Discount
CUST_Q41VUK,South America,7480.44,0.97,Discount
CUST_YMW2M3,Asia,6155.99,0.9,Email Campaign
CUST_TJ4CA0,South America,4432.72,0.71,Loyalty Program
CUST_HE7GF4,Asia,1962.89,0.9,Loyalty Program
CUST_BVUHSO,Europe,5561.82,0.84,Discount
CUST_K6SNJ2,South America,9007.73,0.81,Email Campaign
CUST_B4ZCM6,Asia,9856.4,0.8,Email Campaign
CUST_GIHAJA,North America,8872.13,0.75,Discount
CUST_PDEK9O,South America,9613.21,0.86,Discount
CUST_PHPJEI,South America,609.12,0.9,Loyalty Program
CUST_R2FEDT,North America,2385.94,0.89,Loyalty Program
CUST_SLRUQ3,Europe,2938.52,0.77,Loyalty Program
CUST_HMTVS4,Europe,1986.64,0.94,Discount
CUST_C8K6GS,Europe,141.03,0.89,Email Campaign
CUST_YLBYFS,Europe,7520.9,0.78,Loyalty Program
CUST_MO30UI,North America,9540.37,0.97,Discount
CUST_V90KA5,Asia,9651.91,0.72,Loyalty Program
CUST_IRE5UX,South America,7345.31,0.79,Discount
CUST_NDXQII,Asia,4602.74,1,Loyalty Program
CUST_S7N5P0,South America,6944.46,0.96,Email Campaign
CUST_D1FR8X,South America,1139.46,0.78,Discount
CUST_75DC10,North America,4949.03,0.88,Loyalty Program
CUST_XT5LBL,Europe,5668.56,0.98,Email Campaign
CUST_VTAM84,Europe,1817.45,0.78,Loyalty Program
CUST_YB6P8Y,Europe,3412.8,0.71,Loyalty Program
CUST_Z8RQTP,Europe,917.62,0.9,Discount
CUST_B4OF1M,South America,719.95,0.84,Loyalty Program
CUST_CACEBD,Europe,1369.15,0.71,Email Campaign
CUST_GFJ0NT,South America,8035.51,0.89,Discount
CUST_B3A9NS,North America,5850.77,0.94,Loyalty Program
CUST_ZX36TC,North America,3890.61,0.73,Loyalty Program
CUST_B3J1CT,North America,6833.99,0.92,Discount
CUST_EHLXHN,Asia,5273.34,0.74,Loyalty Program
CUST_OE30H7,Europe,6067.62,0.8,Email Campaign
CUST_0FFVBM,Europe,7689.04,0.75,Discount
CUST_P2ZJHO,North America,9867.02,0.91,Loyalty Program
CUST_EGERNG,North America,5075.89,0.88,Email Campaign
CUST_44O6ZI,Europe,3681.69,0.97,Discount
CUST_64RW8I,Asia,4338.6,0.86,Discount
CUST_JL4ZVO,South America,2826.66,0.78,Discount
CUST_NGJC7R,North America,6929.68,0.74,Discount
CUST_PIATVZ,Asia,9458.63,0.85,Loyalty Program
CUST_A1RDE3,Asia,4867.11,0.93,Loyalty Program
CUST_PASOCY,Europe,6775.42,0.98,Loyalty Program
CUST_WW3R75,North America,2175.12,0.81,Loyalty Program
CUST_W65KKL,South America,8474.73,0.96,Loyalty Program
CUST_VO2GYE,Asia,4147.79,0.93,Discount
CUST_1U7KWC,South America,3937.65,0.86,Loyalty Program
CUST_N8PVH5,South America,3791.39,0.9,Discount
CUST_U5WI3J,North America,6754.52,0.98,Loyalty Program
CUST_VCJTWW,South America,2586.01,0.93,Email Campaign
CUST_I8ZYG0,Europe,3318.12,0.85,Email Campaign
CUST_J23FKI,Europe,6134.31,0.81,Discount
CUST_7DON6E,South America,3271.58,0.78,Loyalty Program
CUST_Q5IROK,South America,3047.15,0.83,Discount
CUST_X6PDS5,Asia,447.78,0.74,Email Campaign
CUST_FYMHLS,South America,3472.64,0.97,Email Campaign
CUST_0FMSZR,Asia,5945.96,0.86,Loyalty Program
CUST_FEDIHC,South America,3020.42,0.85,Discount
CUST_JNQBMK,Europe,2526.07,0.87,Loyalty Program
CUST_RXG1IW,Asia,2054.82,0.89,Email Campaign
CUST_H7GRVK,South America,5691.41,0.9,Discount
CUST_L5A6Z0,Europe,8042.46,0.72,Loyalty Program
CUST_CKAWJF,Europe,4227.58,0.74,Email Campaign
CUST_VXPCZA,South America,8852.93,0.75,Email Campaign
CUST_BJSJPG,Europe,8994.19,0.82,Loyalty Program
CUST_WSKKR6,North America,5318.86,0.84,Email Campaign
CUST_NM9F9I,Europe,3682.34,0.71,Discount
CUST_YEXR72,South America,8435.42,0.8,Discount
CUST_V6UNQL,Europe,8005.42,0.99,Discount
CUST_DMJ1LJ,Asia,2132.01,0.76,Email Campaign
CUST_TFU3NC,South America,6745.22,0.94,Email Campaign
CUST_LV4LLP,Asia,9944.46,0.76,Loyalty Program
CUST_BFHWLU,North America,6255.28,0.99,Email Campaign
CUST_CH81RU,Europe,2329.61,0.88,Loyalty Program
CUST_S926S1,North America,8738.12,0.82,Discount
CUST_CH22EN,North America,8629.07,0.94,Loyalty Program
CUST_C60SYY,Europe,5622.32,0.72,Loyalty Program
CUST_N3BEWX,North America,4574.85,0.79,Discount
CUST_ZW5SJF,North America,2833.33,0.72,Loyalty Program
CUST_AEGNRA,South America,2151.38,0.82,Loyalty Program
CUST_KUWGHB,South America,8089.56,0.85,Email Campaign
CUST_F724N8,South America,4348.24,0.87,Loyalty Program
CUST_AVS09V,Europe,6887.93,0.83,Email Campaign
CUST_2OFFOK,Asia,2902.04,0.97,Discount
CUST_4DTD3S,Europe,1524.2,0.79,Email Campaign
CUST_70AB8B,South America,1556.48,0.9,Discount
CUST_JPTYOH,Asia,8404.08,0.86,Email Campaign
CUST_79MQAP,South America,2068.62,0.99,Email Campaign
CUST_XY94P3,South America,4371.85,0.85,Loyalty Program
CUST_JVF6X9,South America,7401.13,0.82,Email Campaign
CUST_MUXY4H,North America,1725.64,0.85,Discount
CUST_XX8Z0E,South America,417.65,0.85,Loyalty Program
CUST_27V6TU,Asia,1556.53,0.99,Email Campaign
CUST_UIWXOZ,South America,4235.7,0.95,Email Campaign
CUST_00MZ71,Asia,3984.98,0.85,Email Campaign
CUST_4RUO40,North America,3830.54,0.95,Discount
CUST_NUVQ6W,Asia,2616.14,0.93,Discount
CUST_2LMBNM,North America,8001.23,0.94,Discount
CUST_V401G1,Europe,4330,0.9,Loyalty Program
CUST_TIOZKN,North America,1439.52,0.88,Email Campaign
CUST_B4DNCO,North America,3537.24,0.88,Loyalty Program
CUST_30EGPT,Asia,4727.5,0.87,Email Campaign
CUST_YUEUVB,South America,6835.58,0.73,Loyalty Program
CUST_BCC8IZ,Asia,1252.84,0.8,Email Campaign
CUST_BLTNT8,Europe,8765.81,0.95,Email Campaign
CUST_2FYCD5,North America,4290,0.91,Email Campaign
CUST_DRO9JK,North America,285.43,0.97,Discount
CUST_01PSBO,South America,9268.13,0.9,Email Campaign
CUST_3RP8JE,Europe,6412.29,0.72,Discount
CUST_T5ISZO,Asia,9958.64,0.75,Discount
CUST_0O4GJK,Asia,6044.55,0.97,Email Campaign
CUST_2C5B90,Asia,526.13,0.93,Discount
CUST_3I1I51,North America,2084.42,0.99,Discount
CUST_B610CG,Asia,5579.16,0.75,Discount
CUST_MHY4N1,North America,675.37,0.82,Discount
CUST_HWKVNS,Asia,9556.6,0.94,Loyalty Program
CUST_BXJFHN,Europe,3450.29,0.94,Email Campaign
CUST_SPZ3UI,Asia,1510.41,0.82,Email Campaign
CUST_JHDX3Y,Asia,2540.37,0.85,Email Campaign
CUST_NN1KV7,South America,3839.76,0.84,Email Campaign
CUST_UILRXE,Asia,2427.28,0.72,Email Campaign
CUST_IKZA4M,Europe,1383.73,0.72,Email Campaign
CUST_QMJ3YW,Asia,9040.88,0.99,Loyalty Program
CUST_G21WKJ,Europe,6020.17,0.98,Email Campaign
CUST_2TP1JE,Asia,656.73,0.73,Email Campaign
CUST_HI6PMI,South America,1817.25,0.82,Email Campaign
CUST_5RNJKD,South America,8405.61,0.83,Email Campaign
CUST_FETM74,South America,948.06,0.8,Email Campaign
CUST_VMVCL3,North America,7936.25,0.9,Discount
CUST_CC8STD,Europe,8026.54,0.83,Loyalty Program
CUST_US5158,North America,8463.2,0.73,Loyalty Program
CUST_Y8A1L7,North America,1797.05,0.82,Loyalty Program
CUST_RZAK6A,North America,2810.77,1,Loyalty Program
CUST_M9NX0U,South America,7658.44,0.71,Loyalty Program
CUST_V1B5RI,Europe,1087.13,0.75,Discount
CUST_46Z5W8,Asia,3529.84,0.84,Loyalty Program
CUST_F4MA2K,Europe,185.64,0.89,Loyalty Program
CUST_R9CZ7P,South America,1632.93,0.94,Loyalty Program
CUST_8EH70B,Europe,6049.8,0.88,Loyalty Program
CUST_5IRLFT,Europe,5547.31,0.94,Email Campaign
CUST_6S61C0,Asia,6928.4,0.94,Discount
CUST_RLGPEB,Asia,2997.78,0.92,Loyalty Program
CUST_VPO1LO,South America,4393.75,0.84,Loyalty Program
CUST_554OHC,South America,2048.94,0.98,Loyalty Program
CUST_W3DCAW,Europe,1277.61,0.84,Discount
CUST_N9WEJG,Asia,7202.02,0.71,Email Campaign
CUST_HPKEVM,South America,317.51,0.93,Email Campaign
CUST_PDHTCK,Europe,9873.05,0.84,Loyalty Program
CUST_JYHBZ3,Europe,6948.5,0.99,Email Campaign
CUST_SEVJMC,South America,3601.41,0.98,Email Campaign
CUST_QRQFCJ,Europe,3934.68,0.94,Email Campaign
CUST_DK1QXF,Europe,4274.36,0.77,Loyalty Program
CUST_3WHL7U,South America,9390.68,0.89,Discount
CUST_8249ZL,Europe,8032.75,0.99,Discount
CUST_3OX5X9,Asia,7845.31,0.97,Email Campaign
CUST_O7M13J,South America,9519.95,0.92,Loyalty Program
CUST_XFIH17,Asia,7277.51,0.76,Discount
CUST_UP13FO,North America,4677.47,0.77,Loyalty Program
CUST_M9J2EM,Asia,1255.51,0.77,Loyalty Program
CUST_QU7BQG,North America,7420.85,0.83,Email Campaign
CUST_L95X63,South America,7005.97,0.89,Email Campaign
CUST_JRP6YR,North America,6939.2,0.78,Discount
CUST_HCHI1I,South America,8379,0.9,Discount
CUST_3APF0I,North America,5477.85,0.77,Discount
CUST_WAKFX3,Asia,1385.25,0.94,Email Campaign
CUST_IPU2GM,Asia,8645.13,0.8,Discount
CUST_MWCT8E,South America,1336.26,0.98,Discount
CUST_43LUWC,Europe,3243.3,0.89,Loyalty Program
CUST_XHUQXC,Asia,3351.01,0.9,Loyalty Program
CUST_53R8GS,Europe,1210.39,0.99,Discount
CUST_A5I7QI,North America,1417.12,0.8,Discount
CUST_YHJGER,North America,758.11,0.77,Loyalty Program
CUST_PYQ0JP,Europe,4615.04,0.95,Loyalty Program
CUST_CEWRE9,Europe,3744.7,0.79,Email Campaign
CUST_RX6E01,North America,5594.31,0.75,Discount
CUST_USRHAJ,Europe,5355.65,0.91,Email Campaign
CUST_SKOHVM,Europe,4407.03,0.72,Discount
CUST_W9K50E,North America,722.71,0.91,Discount
CUST_YRYBHG,Europe,2093.25,0.98,Email Campaign
CUST_Q0Z9KC,South America,1704.4,0.87,Email Campaign
CUST_GKKC12,North America,1224.32,0.82,Email Campaign
CUST_US4KA5,Europe,4346.52,0.91,Loyalty Program
CUST_7SNOPD,South America,6314.8,0.96,Loyalty Program
CUST_3Z6TPF,Asia,4211.67,0.92,Discount
CUST_XYFJ6U,Asia,7828.53,0.89,Loyalty Program
CUST_IW3T3O,South America,2394.66,0.89,Email Campaign
CUST_O75OIP,Asia,7432.76,0.71,Email Campaign
CUST_RESK5F,North America,4035.18,0.82,Discount
CUST_UGP0TL,Europe,5200.63,0.92,Email Campaign
CUST_ZFHH2M,North America,3588.5,0.82,Discount
CUST_HUERVX,North America,4076.51,0.96,Discount
CUST_RD8AL6,Asia,9080.71,0.87,Discount
CUST_AOA6Q8,Asia,7490.57,0.86,Loyalty Program
CUST_YQEAYL,South America,7258.96,0.81,Email Campaign
CUST_IN3DEC,North America,962.68,0.85,Email Campaign
CUST_Y0NND0,Asia,3552.04,0.83,Email Campaign
CUST_LJ97TC,Asia,2580.93,0.97,Loyalty Program
CUST_JKGSP2,Europe,489.61,0.91,Discount
CUST_ZSDOA1,Asia,3346.17,0.99,Email Campaign
CUST_SMCQYF,Asia,1349.74,0.94,Discount
CUST_Y31N16,North America,7135.77,0.87,Email Campaign
CUST_ZKTDHO,Asia,7489.88,0.94,Loyalty Program
CUST_P086XZ,North America,8930.57,0.98,Loyalty Program
CUST_5U1AND,Europe,6258.52,0.92,Loyalty Program
CUST_Y6IL94,Europe,2288.76,0.85,Loyalty Program
CUST_0N2VWK,North America,6081.26,0.79,Discount
CUST_1XUKW0,North America,4136.53,0.81,Discount
CUST_WFO3OH,Asia,7412.05,0.83,Loyalty Program
CUST_SBNCZ0,Europe,2383.4,0.97,Loyalty Program
CUST_LR4FH4,Asia,8427.8,0.78,Discount
CUST_M6EW3R,Asia,7452.58,0.91,Loyalty Program
CUST_NLIUQ1,North America,1826.51,0.91,Email Campaign
CUST_FXYHVU,North America,4552.54,0.78,Email Campaign
CUST_OO9E6J,Asia,4064.13,0.75,Loyalty Program
CUST_NI08TI,North America,3009.38,0.94,Email Campaign
CUST_XFGCBA,South America,4530.78,0.79,Email Campaign
CUST_IVTC3Y,North America,9459.96,0.93,Loyalty Program
CUST_PC0BGH,Asia,1990.92,0.74,Email Campaign
CUST_VFNLV2,North America,1338.89,0.91,Email Campaign
CUST_9JD2W2,Asia,2800.37,0.97,Email Campaign
CUST_5SVOIR,South America,4039.86,0.91,Email Campaign
CUST_D6GL65,South America,458.79,0.88,Loyalty Program
CUST_JE6NJN,Europe,657.67,0.73,Email Campaign
CUST_23STW9,Asia,4719.86,0.87,Loyalty Program
CUST_M5JLHP,South America,2596.36,0.86,Loyalty Program
CUST_8D2HGU,Europe,7534.3,0.83,Email Campaign
CUST_0G9SEI,South America,1690.33,0.99,Email Campaign
CUST_2W9O0F,South America,7139.62,0.89,Loyalty Program
CUST_USBFVD,Europe,6605.79,0.84,Loyalty Program
CUST_C0TECN,Asia,6748.05,0.75,Discount
CUST_YXUCO6,North America,5733.23,0.86,Discount
CUST_PLXRAB,South America,568.75,0.76,Discount
CUST_LG0KFJ,Europe,3771.06,0.89,Email Campaign
CUST_MSQRV2,South America,5952.96,0.89,Loyalty Program
CUST_M5BVOO,South America,9677.52,0.71,Discount
CUST_MRT105,Asia,6315.48,0.95,Loyalty Program
CUST_86P2QD,Europe,5398.12,0.86,Loyalty Program
CUST_YNQTZO,North America,1720.45,0.77,Email Campaign
CUST_XQCFUC,South America,8981.64,0.8,Loyalty Program
CUST_9DEKCG,Asia,4251.05,0.97,Email Campaign
CUST_QM5S1G,South America,1202.33,0.91,Discount
CUST_IPJIZD,Asia,9812.35,0.97,Email Campaign
CUST_YCI6G8,South America,1784.65,0.78,Email Campaign
CUST_2AAC9J,Asia,2591.9,0.96,Loyalty Program
CUST_9M949B,Europe,8546.25,0.82,Loyalty Program
CUST_XTOS3O,South America,1567.56,0.78,Discount
CUST_FUXOON,North America,3970.19,0.88,Discount
CUST_WM4QEY,South America,2365.04,0.93,Discount
CUST_7ZRMDM,Asia,4479.62,0.99,Discount
CUST_S6F8DC,North America,2725.01,0.83,Email Campaign
CUST_B6LMN4,South America,5677.06,0.91,Email Campaign
CUST_GPAM9O,Asia,1987.38,0.76,Email Campaign
CUST_CL0MP3,North America,9171.46,1,Loyalty Program
CUST_HENBF0,North America,9968.12,0.93,Loyalty Program
CUST_KF0F0I,North America,6949.25,0.92,Email Campaign
CUST_PWWIRY,Asia,7045.74,0.84,Discount
CUST_SYSB32,South America,7704.64,0.86,Email Campaign
CUST_HALQC9,Asia,9108.74,0.92,Loyalty Program
CUST_F435HP,South America,9465.58,0.72,Loyalty Program
CUST_HCPWBS,South America,1189.39,0.97,Discount
CUST_BBFJPX,Asia,474.17,0.78,Loyalty Program
CUST_WOTHNG,North America,353.49,0.88,Email Campaign
CUST_8UFMY8,North America,6436.6,1,Loyalty Program
CUST_I85B8U,Europe,3508.99,0.77,Loyalty Program
CUST_0LK3FH,Europe,6107.92,0.84,Email Campaign
CUST_W6IAQU,North America,9598.26,0.72,Loyalty Program
CUST_VVTWXQ,North America,5889.47,0.93,Discount
CUST_KCYL12,North America,1641.85,0.86,Loyalty Program
CUST_KEWOKQ,South America,2861.42,0.89,Loyalty Program
CUST_3JKYZM,Asia,5859.27,0.89,Email Campaign
CUST_E7FABX,Europe,9221.87,0.9,Email Campaign
CUST_RODNSR,South America,6527.24,0.72,Discount
CUST_I2NT6Q,Europe,4666.61,0.84,Loyalty Program
CUST_RYBBIY,Europe,1681.89,0.93,Loyalty Program
CUST_B444YD,Asia,5264.73,0.77,Email Campaign
CUST_N4GTYJ,South America,9209.78,0.73,Discount
CUST_942DWH,North America,1175.8,0.88,Email Campaign
CUST_NKS5JM,North America,1127.52,0.91,Loyalty Program
CUST_2Z154V,South America,1020.81,0.83,Loyalty Program
CUST_TCBVOW,Asia,4518.71,0.97,Email Campaign
CUST_I0WIEF,Asia,3631.82,0.83,Loyalty Program
CUST_9AROEI,North America,1456.63,0.71,Loyalty Program
CUST_BGNCT8,Europe,6710.4,0.87,Discount
CUST_W4O6PT,South America,3463.16,0.83,Discount
CUST_PJ28GG,Asia,6133.35,0.8,Loyalty Program
CUST_5YWIFO,Europe,5420.61,0.93,Loyalty Program
CUST_L4ZCRB,South America,6421.98,0.75,Discount
CUST_FQZ8NE,North America,8114.74,0.95,Loyalty Program
CUST_W43ZQE,North America,5196.01,0.89,Email Campaign
CUST_3E8CDE,Europe,9180.68,0.72,Discount
CUST_59LKML,North America,8484.88,0.95,Discount
CUST_PLMQ8D,Asia,1748.6,0.82,Discount
CUST_LL26RD,North America,1825.76,0.93,Discount
CUST_QUGVSK,North America,6363.04,0.95,Discount
CUST_DV4FNK,South America,9886.55,0.71,Loyalty Program
CUST_1I03UO,Asia,523.33,0.81,Loyalty Program
CUST_NR3JMQ,South America,8459.92,0.84,Email Campaign
CUST_IP21YB,Europe,3795.64,0.77,Discount
CUST_2S52FC,Europe,2509.08,0.97,Loyalty Program
CUST_9ZVDQD,South America,6176.86,0.97,Discount
CUST_SGB5BC,South America,4750.72,0.77,Email Campaign
CUST_Q0QUZV,Asia,9336.55,0.98,Discount
CUST_O849LZ,North America,1120.38,0.94,Discount
CUST_G5X09T,North America,8588.97,0.96,Email Campaign
CUST_253BDM,North America,5367.85,0.72,Loyalty Program
CUST_IK37S2,Asia,2693.31,0.74,Loyalty Program
CUST_N5OYR9,North America,7372,0.74,Loyalty Program
CUST_V5WC4Q,North America,2856.56,0.86,Discount
CUST_EF3ULT,Europe,2456.09,0.98,Discount
CUST_FSVS2T,South America,1967.57,0.85,Discount
CUST_YOQCBW,North America,5663.71,0.91,Email Campaign
CUST_ZH5RCA,South America,8344.34,0.83,Email Campaign
CUST_54SF8Z,Asia,2964.04,0.97,Email Campaign
CUST_HTWY80,Europe,7037.39,0.76,Loyalty Program
CUST_X3UIAF,North America,5665.16,0.84,Loyalty Program
CUST_1V07JF,Asia,1263.72,0.86,Loyalty Program
CUST_ROZC85,South America,7421.65,0.75,Email Campaign
CUST_8KTX86,South America,2220.19,0.9,Loyalty Program
CUST_SOIUIJ,North America,2880.54,0.78,Loyalty Program
CUST_IL7QXK,Europe,229.49,0.81,Loyalty Program
CUST_MX67RE,North America,3553.41,0.78,Email Campaign
CUST_1BNUVT,South America,1448.01,0.73,Loyalty Program
CUST_4KMJ0P,South America,789.86,0.71,Email Campaign
CUST_RWRAXP,Asia,255.09,0.9,Email Campaign
CUST_9I3KSV,Europe,9450.07,0.95,Email Campaign
CUST_8A2HQK,Asia,6908.74,0.77,Email Campaign
CUST_70KWXF,North America,5221.37,0.82,Email Campaign
CUST_7MF9F8,Europe,1693.35,0.87,Email Campaign
CUST_ARUSF2,North America,3225.48,0.78,Email Campaign
CUST_80QS2R,South America,2246.3,0.82,Email Campaign
CUST_6B2T0Q,North America,7966.44,0.88,Loyalty Program
CUST_6YHPGH,South America,4701.5,0.72,Discount
CUST_KPB2YX,South America,2393.83,0.93,Email Campaign
CUST_0RBRHQ,Asia,7829.64,0.99,Discount
CUST_0YE5ND,North America,8885.42,0.91,Email Campaign
CUST_IR8UXU,Europe,1153.56,0.76,Email Campaign
CUST_9EH8YC,North America,2448.88,0.9,Email Campaign
CUST_IL0SMR,North America,9017.95,0.93,Discount
CUST_A6FRWM,Asia,2670.35,0.88,Loyalty Program
CUST_E3CRWI,North America,5739.3,0.82,Loyalty Program
CUST_D2Y9LW,Asia,6891.57,0.87,Loyalty Program
CUST_CSFAPF,Asia,7244.95,0.86,Loyalty Program
CUST_LBW5AQ,North America,1867.35,0.74,Email Campaign
CUST_L52VCH,North America,4088.06,0.83,Discount
CUST_NO5M5T,Europe,6186.34,0.93,Loyalty Program
CUST_S323SI,North America,6267.38,0.97,Email Campaign
CUST_8Q747G,Asia,1452.32,0.77,Email Campaign
CUST_FF9TAY,Europe,1646.34,0.86,Discount
CUST_6W9UXK,South America,924.93,0.9,Loyalty Program
CUST_S76LW6,Asia,6991.91,0.93,Email Campaign
CUST_EXIWCA,North America,9532.66,1,Discount
CUST_KG4CL1,Europe,2505.93,0.84,Loyalty Program
CUST_USQEXX,North America,3742.51,0.87,Email Campaign
CUST_PW2D77,North America,6595.92,0.97,Email Campaign
CUST_XRK8GW,Asia,7919.52,0.86,Loyalty Program
CUST_VAESL6,South America,5480.27,0.98,Discount
CUST_37ST5M,Europe,6143.17,0.94,Loyalty Program
CUST_E2GL9I,South America,5456.91,0.87,Email Campaign
CUST_HRFJ1X,North America,4044.17,0.73,Discount
CUST_E1L9DM,Asia,527.89,0.87,Discount
CUST_WEGDN2,North America,1630.43,0.94,Email Campaign
CUST_55OLQZ,Asia,698.1,0.74,Discount
CUST_GAZJVS,South America,736.78,0.92,Discount
CUST_O5JIGG,North America,415.92,0.8,Email Campaign
CUST_TXVZTA,South America,8851.68,0.94,Discount
CUST_Q5E1UK,North America,4435.01,0.95,Discount
CUST_R25NTW,Europe,6504.51,0.78,Loyalty Program
CUST_UL45BE,North America,5006.76,0.72,Discount
CUST_4IA9PZ,South America,9388.8,0.97,Discount
CUST_PCQ0RO,Europe,1674.97,0.99,Email Campaign
CUST_FVM278,South America,9243.26,0.89,Email Campaign
CUST_XFPC3V,North America,8190.27,0.8,Discount
CUST_QZQWA8,Europe,5172.74,0.77,Loyalty Program
CUST_TMN3U6,Asia,4470.21,0.98,Loyalty Program
CUST_KC22NA,North America,3684.27,0.74,Loyalty Program
CUST_S5WNVH,North America,8358.63,0.79,Discount
CUST_Y1QUU4,South America,2007.24,0.8,Loyalty Program
CUST_D80XFB,Europe,2588.72,0.93,Loyalty Program
CUST_ZP7NKH,South America,151.49,0.71,Discount
CUST_JXM5BG,North America,6708.65,0.73,Email Campaign
CUST_H2BTT3,Europe,4446.57,0.98,Loyalty Program
CUST_NBRC2I,South America,7630.91,0.9,Email Campaign
CUST_U3QKW4,North America,4411.59,0.89,Discount
CUST_VIUVFA,Europe,4344.24,0.94,Discount
CUST_R3QKRP,South America,856.45,0.94,Discount
CUST_F4OLF7,Asia,8777.25,0.8,Email Campaign
CUST_EYAHR1,Asia,5078.72,0.74,Loyalty Program
CUST_C9CRDE,South America,1490.65,0.9,Email Campaign
CUST_4Y55YF,Asia,795.69,0.9,Email Campaign
CUST_MP2LZ8,South America,9429.52,0.83,Discount
CUST_Z6JHQH,Europe,1237.78,0.77,Email Campaign
CUST_IM6ZE0,Asia,8353.81,0.79,Discount
CUST_6XB8IV,Asia,3554.05,1,Loyalty Program
CUST_EATCC6,Asia,7500.28,0.84,Loyalty Program
CUST_JIEUGX,South America,9997.79,0.72,Loyalty Program
CUST_5X62JH,South America,5175.03,0.88,Email Campaign
CUST_OR89IJ,Asia,8943.21,0.97,Email Campaign
CUST_V6AHK3,South America,5799.47,0.85,Discount
CUST_EIG7Y1,North America,2191.48,0.82,Discount
CUST_7XZGSU,South America,9841.44,0.78,Loyalty Program
CUST_9TXOKV,Asia,5893.33,0.74,Loyalty Program
CUST_MCA5HI,Europe,6954.76,0.9,Email Campaign
CUST_FWHC1T,Asia,6387.62,0.89,Email Campaign
CUST_MRDBPG,South America,4689.05,1,Loyalty Program
CUST_75A5U5,Asia,9938.6,0.76,Email Campaign
CUST_OTDDG6,North America,2260.61,0.72,Discount
CUST_RLSAWV,Asia,5832.83,0.8,Email Campaign
CUST_HP24PZ,Asia,4307.65,0.82,Discount
CUST_YH6OQR,South America,9860.35,0.87,Loyalty Program
CUST_8MDNSR,North America,9167.43,0.84,Discount
CUST_CSG0MF,South America,4855.5,0.87,Loyalty Program
CUST_YIRO2O,Europe,3311.69,0.95,Discount
CUST_J4U0EC,South America,5141.56,0.96,Email Campaign
CUST_YQHZ9L,Europe,7813.02,0.73,Loyalty Program
CUST_34RCSJ,Europe,345.78,0.93,Email Campaign
CUST_5DDA83,Asia,1919.5,0.8,Loyalty Program
CUST_HYT0CW,Asia,5952.27,0.83,Discount
CUST_NEK6ZY,South America,6253.95,0.98,Email Campaign
CUST_P29HZZ,South America,5607.93,0.72,Discount
CUST_AYBFBF,South America,2634.86,0.91,Discount
CUST_J12EOA,South America,7718.45,0.75,Discount
CUST_T6GC1L,North America,1252.33,0.93,Discount
CUST_UX9YS8,South America,6100.58,0.75,Discount
CUST_ROI52I,North America,8713.75,0.8,Email Campaign
CUST_X7Q9QA,Asia,3672.24,0.82,Discount
CUST_UT3HNX,South America,6480.73,0.92,Loyalty Program
CUST_S7SXML,Europe,5871.83,0.93,Discount
CUST_8MWW51,South America,7866.9,0.71,Discount
CUST_CYKZZA,Europe,9144.57,0.79,Discount
CUST_U21SN8,North America,6912.55,0.73,Email Campaign
CUST_PT7KNG,Asia,1356.42,0.8,Email Campaign
CUST_NQXY9J,Asia,4583.72,1,Discount
CUST_Q0IZ7B,North America,3088.12,0.92,Email Campaign
CUST_V0UMCK,North America,2116.87,0.83,Loyalty Program
CUST_8G3O3S,Asia,6949.6,0.92,Email Campaign
CUST_OGV85Z,Asia,4230.26,0.71,Discount
CUST_ZG8GZS,Asia,3134.49,0.97,Discount
CUST_9S0R6U,Europe,1063.82,0.82,Email Campaign
CUST_9V282H,South America,3326.79,0.97,Discount
CUST_B0DP1I,South America,5075.89,0.79,Loyalty Program
CUST_KYN06Y,Europe,8344.9,0.99,Loyalty Program
CUST_7XAORU,Asia,2360.61,0.96,Loyalty Program
CUST_MEJQEK,South America,934.7,0.96,Discount
CUST_CVB8ZZ,Europe,6059.69,0.84,Email Campaign
CUST_YGIMCY,Europe,428.94,0.74,Loyalty Program
CUST_D3VQ01,North America,2161.68,0.97,Loyalty Program
CUST_KDF6HH,North America,8319.2,0.91,Loyalty Program
CUST_OPSVL6,South America,8454.68,0.88,Loyalty Program
CUST_OO9GGB,Asia,424.61,0.88,Discount
CUST_IALMF5,Asia,5466.18,0.77,Discount
CUST_OS05XF,South America,3010.9,0.86,Discount
CUST_9080CG,South America,2810.94,0.76,Discount
CUST_VQLVIV,Europe,5854.63,0.92,Email Campaign
CUST_U4UIEN,Asia,4512.23,0.92,Email Campaign
CUST_KJUS3P,Europe,2396.8,0.74,Discount
CUST_7VL97T,Europe,6526.48,0.96,Email Campaign
CUST_KGAHJE,Asia,9388.16,0.8,Discount
CUST_H84WDK,North America,124.52,0.87,Loyalty Program
CUST_SOZRF3,South America,5911.71,0.73,Discount
CUST_BIN4TX,Asia,7148.04,0.85,Discount
CUST_V3AI6U,North America,1830.84,0.85,Email Campaign
CUST_3LL7B9,North America,9320.38,0.82,Discount
CUST_386NJL,South America,1289.91,0.97,Discount
CUST_DA50O6,Asia,9650.94,0.77,Discount
CUST_2CWMON,South America,8004.77,0.91,Email Campaign
CUST_OXSX6J,North America,2329.97,0.76,Loyalty Program
CUST_4Z0Q2F,Europe,3493.5,0.82,Email Campaign
CUST_SFMLJ5,North America,3595.4,0.75,Loyalty Program
CUST_04DSG3,Europe,7898.68,0.73,Email Campaign
